inquiry_id,question,sql
inquiry_lpiFnHis,Show the candidates with the highest interview-to-offer ratio.,"WITH interviews AS(   SELECT contact_id, application_id   FROM(     SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.application_id') AS application_id, JSON_EXTRACT_SCALAR(DATA, '$.dms.contact_id') AS contact_id     FROM `draftboard-368620.JEDIFY.analytic_events` AS ae     WHERE created_at >= '2024-05-01' AND created_at < '2024-06-24'     UNION ALL     SELECT event_name, JSON_EXTRACT_SCALAR(DATA, '$.dms.application_id') AS application_id, JSON_EXTRACT_SCALAR(DATA, '$.dms.contact_id') AS contact_id     FROM `draftboard-368620.JEDIFY.records` AS r     WHERE created_at >= '2024-05-01' AND created_at < '2024-06-24'   )   WHERE event_name = 'Interaction' ) SELECT concat(c.first_name,' ',c.last_name) as candidate_name,        COUNT(*) AS num_interviews,        COUNT(DISTINCT o.id) AS offers,        (COUNT(DISTINCT o.id)/COUNT(*)) AS ratio FROM interviews LEFT JOIN `draftboard-368620.JEDIFY.candidates` AS c ON interviews.contact_id=c.contact_id LEFT JOIN `draftboard-368620.JEDIFY.offers` AS o ON o.application_id=interviews.application_id GROUP BY concat(c.first_name,' ',c.last_name) ORDER BY ratio DESC LIMIT 30"
inquiry_svLcGRVb,How long does it typically take for a user who join our service to convert?,"SELECT    FORMAT_TIMESTAMP('%m/%d/%Y',DATE_TRUNC(is_first_time_date, DAY)) AS Join_date,   SUM(Pro_Upgraded_Occured) AS total_upgrades,   COUNT(DISTINCT uoc.track_email) new_users,   FORMAT(""%.2f"",AVG(Days_to_Pro_Upgrade_From_Is_First_Time)) AS Days_to_Pro_Upgrade FROM `elementor.user_only_characteristic` as uoc JOIN `jedify-400815.elementor.event_metadata_new` AS emn   ON uoc.track_id_created=emn.track_record_id WHERE    is_first_time_date >= CAST('2024-01-01' AS DATETIME)   AND is_first_time_date < CAST('2024-01-08' AS DATETIME)   AND uoc.country IN ('United States', 'United Kingdom')   AND emn.version IN ('3.18.2', '3.18.3', '3.17.1')   AND emn.product IN ('Pro') GROUP BY Join_date ORDER BY Join_date"
inquiry_JWharYXw,Are the salary ranges offered rising over time?,"SELECT `t`.`currency`, CAST(created_at AS date) AS date, COALESCE(CAST(ROUND(AVG((t.min_amount + t.max_amount) / 2), 2) AS FLOAT64), 0) AS avg_offered_salary  FROM `draftboard-368620`.`JEDIFY`.`job_salaries` AS `t` WHERE `t`.`currency` = 'USD'    AND created_at >= '2024-05-31'    AND created_at < '2024-06-07' GROUP BY `t`.`currency`, date ORDER BY date desc;"
inquiry_hCMdcVrh,What is the monthly trend in companies signups?,"SELECT `name` as company_name, cast(min(`created_at`) as timestamp) signed_up_date FROM `draftboard-368620.JEDIFY.companies` AS mj WHERE `created_at` >= '2024-03-01' AND `created_at` < '2024-05-31' GROUP BY `name` ORDER BY signed_up_date DESC"
inquiry_ojpwqZsN,Which ATS partners are most commonly used by companies on the platform?,"SELECT partner, count(distinct company_id) as cnt FROM `draftboard-368620.JEDIFY.company_ats` WHERE created_at >= '2024-03-01' AND created_at < '2024-05-31' GROUP BY partner"
inquiry_gwVvGNoC,Can you list scouts with 3-8 applications?,"WITH applicationsCount AS(   SELECT scout_id, COUNT(*) AS application_count   FROM `draftboard-368620.JEDIFY.matchmaker_job_application`   WHERE created_at >= '2024-03-01' AND created_at < '2024-05-31'   GROUP BY scout_id ) SELECT 'Less than 3 applications' AS Bucket, COUNT(CASE WHEN application_count<3 THEN 1 ELSE NULL END ) AS application_count FROM applicationsCount UNION ALL SELECT 'Between 3 and 8 applications' AS Bucket, COUNT(CASE WHEN application_count>=3 AND application_count<=8 THEN 1 ELSE NULL END ) AS application_count FROM applicationsCount UNION ALL SELECT 'More than 8 applications' AS Bucket, COUNT(CASE WHEN application_count>8 THEN 1 ELSE NULL END ) AS application_count FROM applicationsCount"
inquiry_pavmdAjg,Get the list of jobs that have been open for more than 60 days.,"SELECT id, title, published_at FROM `draftboard-368620.JEDIFY.jobs` AS j WHERE j.status = 'active'   AND CAST(j.published_at AS TIMESTAMP) >= TIMESTAMP('2024-03-01')   AND CAST(j.published_at AS TIMESTAMP) < TIMESTAMP('2024-05-31')   AND (j.archived_at IS NULL OR CAST(j.archived_at AS TIMESTAMP) > CURRENT_TIMESTAMP()) ORDER BY j.published_at ASC"
inquiry_dXUxZMKU,Which jobs have been posted to date?,"SELECT j.id AS job_id, c.name AS company_name, j.title as job_title, j.published_at, j.description  FROM `draftboard-368620.JEDIFY.jobs` AS j JOIN `draftboard-368620.JEDIFY.companies` AS c ON c.id = j.company_id WHERE j.published_at >= '2024-02-01' AND j.published_at < '2024-05-10' AND j.status = 'active' ORDER BY j.published_at DESC"
inquiry_wMMvZVYt,What is the average number of candidates rejected/approved per scout?,"SELECT u.name, COUNT(DISTINCT ja.id) AS jobs_referred, SUM( CASE WHEN ja.status = 100 THEN 1 ELSE 0 END) AS successful_referrals, SUM(CASE WHEN ja.status = 35 THEN 1 ELSE 0 END ) AS probation_referrals FROM `draftboard-368620.JEDIFY.users` AS u JOIN `draftboard-368620.JEDIFY.job_applications` AS ja ON u.id = ja.scout_id WHERE u.name IS NOT NULL   AND u.name <> ''   AND ja.created_at >= '2024-01-01'   AND ja.created_at < '2024-01-27' GROUP BY u.name, u.rating ORDER BY successful_referrals DESC, probation_referrals DESC, jobs_referred DESC"
inquiry_iIqSbznQ,How Often Is A Job Posted?,"WITH JobPostDates AS(   SELECT      DATE(published_at) AS job_post_date,     LEAD(DATE(published_at)) OVER (ORDER BY DATE(published_at)) AS next_job_post_date   FROM `draftboard-368620.JEDIFY.jobs`   WHERE DATE(published_at) BETWEEN '2024-01-01' AND '2024-04-29' ), DateDiffs AS (   SELECT      job_post_date,     DATE_DIFF(next_job_post_date, job_post_date, DAY) AS days_between_posts   FROM JobPostDates   WHERE next_job_post_date IS NOT NULL ) SELECT   COUNTIF(days <= 7) AS jobs_last_week,   AVG(CASE WHEN days <= 7 THEN days_between_posts ELSE NULL END) AS avg_days_between_posts_last_week,   COUNTIF(days <= 30) AS jobs_last_month,   AVG(CASE WHEN days <= 30 THEN days_between_posts ELSE NULL END) AS avg_days_between_posts_last_month,   COUNTIF(days <= 90) AS jobs_last_3_months,   AVG(CASE WHEN days <= 90 THEN days_between_posts ELSE NULL END) AS avg_days_between_posts_last_3_months,   COUNTIF(days <= 180) AS jobs_last_6_months,   AVG(CASE WHEN days <= 180 THEN days_between_posts ELSE NULL END) AS avg_days_between_posts_last_6_months,   COUNTIF(days <= 365) AS jobs_last_year,   AVG(CASE WHEN days <= 365 THEN days_between_posts ELSE NULL END) AS avg_days_between_posts_last_year FROM DateDiffs, UNNEST([DATE_DIFF(CURRENT_DATE(), job_post_date, DAY)]) AS days;"
inquiry_zZXzZGVE,How Many Candidates Have Been Placed In Jobs So Far?,"SELECT count(distinct id) AS `Placed_Candidates` FROM `draftboard-368620.JEDIFY.job_applications` WHERE `highest_status` in (100,35,50)   AND `created_at` BETWEEN '2024-01-01' AND '2024-04-29'"
inquiry_QhdkyxjB,Get The List Of Jobs That Have Been Open For More Than 60 Days.,"SELECT id, title, published_at FROM `draftboard-368620.JEDIFY.jobs` AS j WHERE j.status = 'active'   AND CAST(j.published_at AS TIMESTAMP) <= TIMESTAMP_SUB(CURRENT_TIMESTAMP(), INTERVAL 60 DAY)   AND CAST(j.published_at AS TIMESTAMP) >= CAST('2024-01-01' AS TIMESTAMP)   AND CAST(j.published_at AS TIMESTAMP) <= CAST('2024-01-07' AS TIMESTAMP)   AND (j.archived_at IS NULL OR CAST(j.archived_at AS TIMESTAMP) > CURRENT_TIMESTAMP()) ORDER BY j.published_at ASC"
